target,text,clean_text
POSITIVE,Learning the angel theme song on piano. Almost finished with it.   ,Learning the angel theme song on piano Almost finished with it 
NEGATIVE,cba with school the morra ,cba with school the morra 
NEGATIVE,I ate a popcicle...now my fingers are reallyyyyy cold ,I ate a popciclenow my fingers are reallyyyyy cold 
NEGATIVE,never ever rub medicated oil on your face....... ,never ever rub medicated oil on your face 
POSITIVE,another beautiful day! Headed back to the beach later ,another beautiful day Headed back to the beach later 
NEGATIVE,pathan &amp; warne versus sachin. whom should i root for  will stay loyal to my god,pathan amp warne versus sachin whom should i root for will stay loyal to my god
POSITIVE,Watching night in the musuem now. ,Watching night in the musuem now 
POSITIVE,"@MadameSoybean Ah, I think that you think that I'm in Oakland. But I'm 145 miles north of there. So you didn't pass by. I was confused. ",MadameSoybean Ah I think that you think that Im in Oakland But Im miles north of there So you didnt pass by I was confused 
POSITIVE,@Rob_Donald &amp; I know that you all are working so I'm excited to see what's next  idk if you saw the forum but people are going nuts haha,RobDonald amp I know that you all are working so Im excited to see whats next idk if you saw the forum but people are going nuts haha
POSITIVE,@dougiemcfly well then hello Mich  i love you xoxo,dougiemcfly well then hello Mich i love you xoxo
NEGATIVE,"Left maitai, went to bonsai but had to leave  at krazys now... Wow, just met a long lost friend.",Left maitai went to bonsai but had to leave at krazys now Wow just met a long lost friend
POSITIVE,Love &quot;good girls go bad&quot; ,Love quotgood girls go badquot 
NEGATIVE,"@JoshGorfain the one that can't get into my favorite dress, thank you very much.  -nor most of my clothes.",JoshGorfain the one that cant get into my favorite dress thank you very much nor most of my clothes
POSITIVE,"is I'm online, send me a message!  http://plurk.com/p/x5uzy",is Im online send me a message httpplurkcomp
POSITIVE,"@kathyireland TY!!! Going to try... Want to enjoy, party for Tyler, expecting about 200...running on adrenaline...U must understand ",kathyireland TY Going to try Want to enjoy party for Tyler expecting about running on adrenalineU must understand 
NEGATIVE,"@taylorswift13 so in a week you'll be here in michigan, please make me find tickets to your concert bestfriend &lt;3 oh, and a ride ", so in a week youll be here in michigan please make me find tickets to your concert bestfriend lt oh and a ride 
NEGATIVE,@LanzyJ Hi precious! I really want Poh to fuck off but I don't care if it's Geni either. Not Andre though ,LanzyJ Hi precious I really want Poh to fuck off but I dont care if its Geni either Not Andre though 
NEGATIVE,Getting ready to go to work ,Getting ready to go to work 
NEGATIVE,Went to a big street festival to sell my wares today and it RAINED ALL DAY!!  But made a little $$ still so it's OK. Time for drinks!,Went to a big street festival to sell my wares today and it RAINED ALL DAY But made a little still so its OK Time for drinks
POSITIVE,"@NativeBrother18 oh haha. nothing muchos, what about you? ", oh haha nothing muchos what about you 
POSITIVE,"25 years of Tetris! I've still got my NES cartridge about somewhere, might dust it off later ", years of Tetris Ive still got my NES cartridge about somewhere might dust it off later 
NEGATIVE,so today sucked! i thought summer was supposed to be HOT not RAINY!  (N),so today sucked i thought summer was supposed to be HOT not RAINY N
POSITIVE,I forgot you can tweet through Ubiquity  tangli,I forgot you can tweet through Ubiquity tangli
NEGATIVE,"1,I'll miss you  &amp; Carrie 2,legally double your money in 30 days! http://bit.ly/RkHZZh",Ill miss you amp Carrie legally double your money in days httpbitlyRkHZZh
POSITIVE,rly need to go grocery shopping... but i also rly want to lay out.  hmmmm.,rly need to go grocery shopping but i also rly want to lay out hmmmm
POSITIVE,http://bit.ly/rMW0d  - is THE funniest video i have seen in a very long time - side splitting really ,httpbitly is THE funniest video i have seen in a very long time side splitting really 
POSITIVE,*yawn*  @ nba finals... so glad it's all over... ,yawn nba finals so glad its all over 
NEGATIVE,@iantalbot Nice avatar bud...You are sooo lucky to have hair ,iantalbot Nice avatar budYou are sooo lucky to have hair 
POSITIVE,"I woke up early again today... Im kinda happy!  I walk the kids to school today,and that is what made me very happy ",I woke up early again today Im kinda happy I walk the kids to school todayand that is what made me very happy 
POSITIVE,This is my day so far   http://twitpic.com/6e5vx,This is my day so far httptwitpiccom
NEGATIVE,@alexisworking @yangtheman I remember Giffan. Cisco has a campaign based off our original idea ,alexisworking yangtheman I remember Giffan Cisco has a campaign based off our original idea 
POSITIVE,oohhh the horror of saturday school. at least i brought food this time ,oohhh the horror of saturday school at least i brought food this time 
POSITIVE,"@photosil it's was shot by @ID7, not me - I was driving at the time ",photosil its was shot by not me I was driving at the time 
POSITIVE,Playing with Roxy and the bunnies with Yesi and JJ!!! ,Playing with Roxy and the bunnies with Yesi and JJ 
POSITIVE,"@LotusYoga Isn't it gorgeous! I'm stuck inside, working  Might go for a nice walk later though ",LotusYoga Isnt it gorgeous Im stuck inside working Might go for a nice walk later though 
POSITIVE,"@KelliMiura Since you're gonna be at Chaminade, check out Storto's down the street (Next to Ninikuya).  I ate there yesterday good stuff! ",KelliMiura Since youre gonna be at Chaminade check out Stortos down the street Next to Ninikuya I ate there yesterday good stuff 
POSITIVE,Just made my New Zealand mussels infused with lemongrass &amp; coconut with banana jewels....so lusciously good   Try this recipe!  http:/ ...,Just made my New Zealand mussels infused with lemongrass amp coconut with banana jewelsso lusciously good Try this recipe http 
NEGATIVE,Yay! I get to refill my prescription today. ,Yay I get to refill my prescription today 
POSITIVE,Omw to walmart to get materials to begin my mjolnir mark VI armor  finally something to keep me occupied.,Omw to walmart to get materials to begin my mjolnir mark VI armor finally something to keep me occupied
NEGATIVE,It's raining and it's beaucause of you... I want you here.. ,Its raining and its beaucause of you I want you here 
POSITIVE,@SkullyHB - It appears so!  ,SkullyHB It appears so 
NEGATIVE,I gotta go now.   I hope everyone has a great day today (or evening for those of you across the globe from me). lol,I gotta go now I hope everyone has a great day today or evening for those of you across the globe from me lol
POSITIVE,@kathyIreland  I knew I'd see that smile again ,kathyIreland I knew Id see that smile again 
POSITIVE,@switchfx thanks again  gonna try that too.. they're everywhere.. even found one in my bed,switchfx thanks again gonna try that too theyre everywhere even found one in my bed
NEGATIVE,"I hate my computer. This is based on the fact that it let me log on, only 10 minutes after my boyfriend signed off. ",I hate my computer This is based on the fact that it let me log on only minutes after my boyfriend signed off 
POSITIVE,I love when my ipod shuffles so all the good songs are all together ,I love when my ipod shuffles so all the good songs are all together 
POSITIVE,Good morning twitter people! ,Good morning twitter people 
NEGATIVE,"@StitchinSista It happened to me the other day (customer asked me to ship to her work address), I sent her another one ",StitchinSista It happened to me the other day customer asked me to ship to her work address I sent her another one 
POSITIVE,@tommytrc I think you should follow @Pikazza because I dig her background ,tommytrc I think you should follow Pikazza because I dig her background 
POSITIVE,Yayyy goo Milan boys! They just won the tournament-1st place baby!  soooo cool !!!,Yayyy goo Milan boys They just won the tournament place baby soooo cool 
POSITIVE,Ate some strawberries...mmmh yummy! ,Ate some strawberriesmmmh yummy 
NEGATIVE,@jonasbrothers http://twitpic.com/7kf4b - im sad cause i couldnt get mine  i went to wal-mart &amp; they werent selling it &amp; they had a bi ...,jonasbrothers httptwitpiccom im sad cause i couldnt get mine i went to walmart amp they werent selling it amp they had a bi 
POSITIVE,drawing out different designs for @Webitect's Wordpress theme design contest ,drawing out different designs for Webitects Wordpress theme design contest 
NEGATIVE,I'm trying not 2 let my tattoo touch the pillow it isn't working so I'm looking 4ward 2 a beautiful inked design when I wake ,Im trying not let my tattoo touch the pillow it isnt working so Im looking a beautiful inked design when I wake 
POSITIVE,@AmyAllTimeLow It will happen!! hehe we're determined  We'll go on the hunt tomorrow ;),AmyAllTimeLow It will happen hehe were determined Well go on the hunt tomorrow 
NEGATIVE,"@Excelly Well, are you leaving today?? ",Excelly Well are you leaving today 
NEGATIVE,i kinda suck at life.  i need a change. A really good one.,i kinda suck at life i need a change A really good one
POSITIVE,Is in hard rock with greg and @nathanbrookman good times! ,Is in hard rock with greg and nathanbrookman good times 
POSITIVE,"signing off, what a magnificent day  until 2morow!",signing off what a magnificent day until 
NEGATIVE,"@meg___ hey sweetie how are you doing? bad news, can't get a bb til my contracts up in feb! no bbm for us  aw we'll we got twitter! xo",meg hey sweetie how are you doing bad news cant get a bb til my contracts up in feb no bbm for us aw well we got twitter xo
NEGATIVE,@ArcadianDreams I'm trying interplanting nasturtiums all through my veggies to hopefully keep the bag bugs away. like the squash borers. ,ArcadianDreams Im trying interplanting nasturtiums all through my veggies to hopefully keep the bag bugs away like the squash borers 
POSITIVE,"@jkeyes Thanks for the follow, right back at ya ",jkeyes Thanks for the follow right back at ya 
NEGATIVE,"fine, ill get myself some miso soup down the street ",fine ill get myself some miso soup down the street 
NEGATIVE,"Trying to sleep but not really, I don't feel tired at all and I'm just hungry ",Trying to sleep but not really I dont feel tired at all and Im just hungry 
NEGATIVE,&quot;Can youu tell me how a perfect love goes wrong..&quot; ,quotCan youu tell me how a perfect love goes wrongquot 
POSITIVE,I'm oddly excited to start memorising the criminal investigations book... I sooo love taking tests ,Im oddly excited to start memorising the criminal investigations book I sooo love taking tests 
NEGATIVE,I'm at a loss for words. I'm going to bed ,Im at a loss for words Im going to bed 
POSITIVE,@shaunjamison Point taken. ,shaunjamison Point taken 
POSITIVE,@MrObinna its all about exercising my 1st amendment here on Twitter...told ya I was gonna keep it real...w/live feed ,MrObinna its all about exercising my amendment here on Twittertold ya I was gonna keep it realwlive feed 
NEGATIVE,"Btw, I survived the day with just a banana juice. Now, I feel bloated  ok. Later. Serious this time.",Btw I survived the day with just a banana juice Now I feel bloated ok Later Serious this time
NEGATIVE,bad day today. ,bad day today 
POSITIVE,Sleep time an hour later than I wanted since I am getting up early manana. ,Sleep time an hour later than I wanted since I am getting up early manana 
NEGATIVE,Is propper gutted the heat went out last night ,Is propper gutted the heat went out last night 
POSITIVE,Hooray! Ficly is live! http://ficly.com Thanks @kplawver - you rock greatly! ,Hooray Ficly is live httpficlycom Thanks kplawver you rock greatly 
NEGATIVE,#Invisalign gives me dry mouth. ,Invisalign gives me dry mouth 
POSITIVE,What a beautiful day  wish I was in Caen to see president Barack Obama,What a beautiful day wish I was in Caen to see president Barack Obama
NEGATIVE,@quintonma just sent my MacBook Pro in for service yesterday ,quintonma just sent my MacBook Pro in for service yesterday 
NEGATIVE,Okay i neeeeeed some sleep! i has to get up early again for work ,Okay i neeeeeed some sleep i has to get up early again for work 
POSITIVE,http://twitpic.com/6gequ - Food for thought ,httptwitpiccom Food for thought 
NEGATIVE,something bad happened to my motorcycle today on the way home...  now its parked in Chilli's parking lot ,something bad happened to my motorcycle today on the way home now its parked in Chillis parking lot 
NEGATIVE,620 a.m. shouldn't exist. Way too early to be awake , am shouldnt exist Way too early to be awake 
NEGATIVE, i... have to start... work... tomorrow......................, i have to start work tomorrow
NEGATIVE,@melaniemagic Right on. No eye candy for me tonight ,melaniemagic Right on No eye candy for me tonight 
POSITIVE,@hawaiimane : I'm watching the tellie sitting in front the fan  Hilo is hellah HOTT I'm miserable...hope u have a great night,hawaiimane Im watching the tellie sitting in front the fan Hilo is hellah HOTT Im miserablehope u have a great night
NEGATIVE,"@J_P6 Well, they changed them again today. CPW actually has 'order now'...do i dont i ", Well they changed them again today CPW actually has order nowdo i dont i 
POSITIVE,"@Stitching_Witch hey rachel slater ... i found ya ,,, how ya doing ,,,, is this where we dish all the goss about you &gt;&gt; lol  &lt;&lt;&lt; ",StitchingWitch hey rachel slater i found ya how ya doing is this where we dish all the goss about you gtgt lol ltltlt 
POSITIVE,"@MarkusQ nice try, but that's actually the rare one I don't know. I win! ",MarkusQ nice try but thats actually the rare one I dont know I win 
NEGATIVE,"Setting up Twitter and Wordpress for The Daily Tankard project, no booze to be found ",Setting up Twitter and Wordpress for The Daily Tankard project no booze to be found 
POSITIVE,hey tweetsz whatz up? ,hey tweetsz whatz up 
POSITIVE,Toote siaham bod ,Toote siaham bod 
NEGATIVE,Didn't practice yesterday!  My apologies to @lalohovis but is going to get her practice on NOW.,Didnt practice yesterday My apologies to lalohovis but is going to get her practice on NOW
NEGATIVE,"@shaundiviney Damn, i cant get the station ",shaundiviney Damn i cant get the station 
NEGATIVE,"@nishiellet: aww doing baby sister hair.aww.and no i dont   i need janet jackson,d.s.control.rhythm nation.janet.and velvet rope",nishiellet aww doing baby sister hairawwand no i dont i need janet jacksondscontrolrhythm nationjanetand velvet rope
NEGATIVE,"Videos, pictures offer chilling glimpses of Iran  http://5994ae44.qvvo.com #iranelection",Videos pictures offer chilling glimpses of Iran httpqvvocom iranelection
POSITIVE,"I got my feet one today. Twelve pounds down, a lot more to go. ",I got my feet one today Twelve pounds down a lot more to go 
NEGATIVE,Bored.. Dont feel good layin down ,Bored Dont feel good layin down 
POSITIVE,gonna be at church office for a lot longer... photocopying next months news letter as the office person is away... fun ,gonna be at church office for a lot longer photocopying next months news letter as the office person is away fun 
NEGATIVE,Still studying for bio. Praying to God i get an a.  HAHAH. who am i kidding,Still studying for bio Praying to God i get an a HAHAH who am i kidding
NEGATIVE,Grreeeaaaat.  Now I am going to have to give plasma tommrow. Oops ,Grreeeaaaat Now I am going to have to give plasma tommrow Oops 
POSITIVE,@WizeCrack I am  unless u make me reeeeal mad! lol,WizeCrack I am unless u make me reeeeal mad lol
POSITIVE,Going to see 17 again! ,Going to see again 
NEGATIVE,"off to sleep! work tomorrow  such a bore , you know you love me xoxo  ??",off to sleep work tomorrow such a bore you know you love me xoxo 
POSITIVE,"happy birthday to my inspiration, my hero, my mama ",happy birthday to my inspiration my hero my mama 
NEGATIVE,"@Jennybeeean Wish I live there, haha. Well yea but didn't get the chance to talk  Thanks Jenny! My friends told me we look alike haha lol",Jennybeeean Wish I live there haha Well yea but didnt get the chance to talk Thanks Jenny My friends told me we look alike haha lol
NEGATIVE,@darthvader should have been wookiees.  oh the woes of blatant marketing!,darthvader should have been wookiees oh the woes of blatant marketing
POSITIVE,"@Capsaholic hmm, thanks  Hope he's not hurt, he's a good kid.",Capsaholic hmm thanks Hope hes not hurt hes a good kid
NEGATIVE,bruv theres a perv on the forumm  LOOOOOOOL,bruv theres a perv on the forumm LOOOOOOOL
POSITIVE,I have a wasted life. True story. ,I have a wasted life True story 
NEGATIVE,feels really mean today and I don't like it!  Left 2 negatives on ebay AND reported mailman to usps. Must do random act of kindness...,feels really mean today and I dont like it Left negatives on ebay AND reported mailman to usps Must do random act of kindness
NEGATIVE,"Going to my neighbor's graduation, still raining  ",Going to my neighbors graduation still raining 
POSITIVE,Is getting some Sonic  . .. YUMMY!!! ,Is getting some Sonic YUMMY 
POSITIVE,@steffy213 Thurber Graduates!! , Thurber Graduates 
POSITIVE,@wenightswam ohhh haha. season 3 is heaps good  especially the guy ripley special at warped tour. hahahaha. that's ok ,wenightswam ohhh haha season is heaps good especially the guy ripley special at warped tour hahahaha thats ok 
NEGATIVE,@SaraVegas   Sad   Didn't get my Twithug :*,SaraVegas Sad Didnt get my Twithug 
POSITIVE,@jconairq1043nyc I'd totally work at q1043 again , Id totally work at again 
NEGATIVE,"I haven't been feeling very twitterate today, people; I'll leave you all to it. ",I havent been feeling very twitterate today people Ill leave you all to it 
NEGATIVE,It's 4 and I'm awake because I have a tummy ache. ,Its and Im awake because I have a tummy ache 
POSITIVE,@mileycyrus you look really beautiful in that picture Miley... as always ,mileycyrus you look really beautiful in that picture Miley as always 
NEGATIVE,"Andrew's head hurts  Going to watch True Blood, then head to bed.",Andrews head hurts Going to watch True Blood then head to bed
POSITIVE,"@cryslewis Haha! Awesome! I wish you luck, young positivity grasshopper ... ",cryslewis Haha Awesome I wish you luck young positivity grasshopper 
POSITIVE,@dougiemcfly Good luck tonight! u'll rock as usual ,dougiemcfly Good luck tonight ull rock as usual 
NEGATIVE,@amandafgordon that sounds sweet. i wish i could go! ,amandafgordon that sounds sweet i wish i could go 
NEGATIVE,I survived the 5:30am to 8:00pm camp today. Tomorrow 7:00am till about 10 :00pm....pray for me!!! My body hurts ,I survived the to camp today Tomorrow till about pray for me My body hurts 
NEGATIVE,Okayyy.. So whereeee is everyone??!! Here we go again!! ,Okayyy So whereeee is everyone Here we go again 
POSITIVE,is packing my luggage ,is packing my luggage 
NEGATIVE,"Just saw @Gigi360..... I missss u!! And ur closet too, lol. Seriously though, I &quot;heart&quot; u and I need u back in my life ",Just saw I missss u And ur closet too lol Seriously though I quotheartquot u and I need u back in my life 
POSITIVE,@crystrill helllooo loser ,crystrill helllooo loser 
NEGATIVE,sitting under my electric blanket freezing my ass off ,sitting under my electric blanket freezing my ass off 
NEGATIVE,working and feeling very tired.. ,working and feeling very tired 
NEGATIVE,"My head is spinning from counting so many notes, waah. I wish I had ï¿½1900 in cash rn ",My head is spinning from counting so many notes waah I wish I had ï¿ in cash rn 
POSITIVE,@carol_phillips mexican rose or red mexican ? also a restaurant chain ,carolphillips mexican rose or red mexican also a restaurant chain 
NEGATIVE,Just found out that Anne's brother died unexpectedly - he was only 44.  Warm thoughts going out to her family...,Just found out that Annes brother died unexpectedly he was only Warm thoughts going out to her family
NEGATIVE,is not liking the rain and the cold - where's the heat and sunshine gone?! ,is not liking the rain and the cold wheres the heat and sunshine gone 
POSITIVE,http://tinyurl.com/cjhzpc   i love @taylorswift13 and I don't care if I'm too old.,httptinyurlcomcjhzpc i love and I dont care if Im too old
POSITIVE,@MissGoogle I always wanna to talk just afraid to be boring ,MissGoogle I always wanna to talk just afraid to be boring 
POSITIVE,watching LipGloss.. ,watching LipGloss 
NEGATIVE,"Damnn,, im hellla wanting some sno funn  fckn de-lame-o is soo farr outt",Damnn im hellla wanting some sno funn fckn delameo is soo farr outt
NEGATIVE,@Markakleive Thanks for the follow. Absolutely hate teeth and graduated to looking at implants after 2 failed upper bridges 1 year old ,Markakleive Thanks for the follow Absolutely hate teeth and graduated to looking at implants after failed upper bridges year old 
NEGATIVE,Anyone have a computer to donate? Mine crashed! Whaaaa! ,Anyone have a computer to donate Mine crashed Whaaaa 
POSITIVE,"@KrisAllenmusic hello kris, hope you can also visit us here, you know you have so many funs waiitng for you to perform live! ",KrisAllenmusic hello kris hope you can also visit us here you know you have so many funs waiitng for you to perform live 
POSITIVE,Follow me. Follow you. ,Follow me Follow you 
NEGATIVE,"Jamming Metro Station, I miss the family ",Jamming Metro Station I miss the family 
NEGATIVE,@JayRWren Please don't ask me which one because I am too ashamed to tell you  Perhaps your text would have been better ...,JayRWren Please dont ask me which one because I am too ashamed to tell you Perhaps your text would have been better 
POSITIVE,"@keepyourhead Oown, hope you get better soon ",keepyourhead Oown hope you get better soon 
POSITIVE,"hanging with nikki, jenny, jesica, molly, and brylee at festival of the arts downtown. ",hanging with nikki jenny jesica molly and brylee at festival of the arts downtown 
NEGATIVE,Trying to decide between moving to New Zealand or Canada. Since Moving to America was too exspensive. Really wanted to live in sunny LA. ,Trying to decide between moving to New Zealand or Canada Since Moving to America was too exspensive Really wanted to live in sunny LA 
NEGATIVE,chillin' a la casa de JWG Photography staring at a chickenscratch login on a sticky note and unable to edit   I need my own mac!,chillin a la casa de JWG Photography staring at a chickenscratch login on a sticky note and unable to edit I need my own mac
POSITIVE,LOL @lrkane thinks @plasmaegg and I are old farts  - we must be,LOL lrkane thinks plasmaegg and I are old farts we must be
POSITIVE,@BirdieSandra a fantastic book called a thousand splendid suns by Khaled Hosseini - loving it. Heartbreaking but good reading ,BirdieSandra a fantastic book called a thousand splendid suns by Khaled Hosseini loving it Heartbreaking but good reading 
NEGATIVE,damn its hard ,damn its hard 
POSITIVE,Happy Mothers Day to Heidi Klum ,Happy Mothers Day to Heidi Klum 
POSITIVE,"major headache , tis alright tho , slumber party with tash ",major headache tis alright tho slumber party with tash 
POSITIVE,Come on in people....http://www.clothpadshop.com/  you just know you want to check it out for fabulous cloth pads ,Come on in peoplehttpwwwclothpadshopcom you just know you want to check it out for fabulous cloth pads 
NEGATIVE,@Sofija  That's sucky... would you just use vacation time or travel again?,Sofija Thats sucky would you just use vacation time or travel again
NEGATIVE,Wuz not junk ,Wuz not junk 
NEGATIVE,Forgot that i caught peaches pick. Yay! Neck hurts tho ,Forgot that i caught peaches pick Yay Neck hurts tho 
NEGATIVE,Still has hay fever ,Still has hay fever 
POSITIVE,"LOL I really slept good, and the ppl who wre out by 8 are actually up (those that are in bed till 1) haha anyway DC was fun and ",LOL I really slept good and the ppl who wre out by are actually up those that are in bed till haha anyway DC was fun and 
NEGATIVE,My ear kinda hurts. ,My ear kinda hurts 
NEGATIVE,watched the Bones finale last night in the UK &amp; it rocked!! oh how much I missed Zack!!!  @EricMillegan is so freakin' awesome &lt;3,watched the Bones finale last night in the UK amp it rocked oh how much I missed Zack EricMillegan is so freakin awesome lt
NEGATIVE,I miss The Hills! ,I miss The Hills 
POSITIVE,Watching The Muppets Take Manhattan. ,Watching The Muppets Take Manhattan 
NEGATIVE,gonna go lay down and try to sleep. gotta get up at 6:30  blahh! goodnight all my tweethearts!!! tweet dreams xoxoxo,gonna go lay down and try to sleep gotta get up at blahh goodnight all my tweethearts tweet dreams xoxoxo
POSITIVE,Ok... time for a little cleaning room. Btw... i must buy twister! ,Ok time for a little cleaning room Btw i must buy twister 
NEGATIVE,@tieraa Awu if tertandang something when yr toenails are short can cause ingrown nails. SAKIT ,tieraa Awu if tertandang something when yr toenails are short can cause ingrown nails SAKIT 
NEGATIVE,"i really, really, really don't like singapore! ",i really really really dont like singapore 
NEGATIVE,@SookieBonTemps No no. I was a pushy bitch. Sometimes I do my Dr. Phil thing too hard. I just hate to see either of u hurting.  *hugs*,SookieBonTemps No no I was a pushy bitch Sometimes I do my Dr Phil thing too hard I just hate to see either of u hurting hugs
NEGATIVE,wants to buy Benefit make-up. ,wants to buy Benefit makeup 
NEGATIVE,"hahah I notice that every time I update it shows I'm using a diffrent application, I just can't find one that I like ",hahah I notice that every time I update it shows Im using a diffrent application I just cant find one that I like 
NEGATIVE,Local radio sucks!!! Twiggy &amp; emma on Trent are shit!!!! Why can't I get radio 1 ,Local radio sucks Twiggy amp emma on Trent are shit Why cant I get radio 
POSITIVE,morning tweeps...  heading to the SC campus today with my son for a look-see ,morning tweeps heading to the SC campus today with my son for a looksee 
POSITIVE,"I'm a bit tired this morning. Feel good for going to the gym last night tho. Not that I did much after, but it relaxed me. ",Im a bit tired this morning Feel good for going to the gym last night tho Not that I did much after but it relaxed me 
NEGATIVE,"dilemma. so there is meeting, dinner @ dayi's house, erjie's bbq, CIRCUS @ SG RIVER all on sat night  so which one?",dilemma so there is meeting dinner dayis house erjies bbq CIRCUS SG RIVER all on sat night so which one
POSITIVE,@johannacherry near what tube?  rayners in isn't turning anything up on google maps ,johannacherry near what tube rayners in isnt turning anything up on google maps 
NEGATIVE,How long should you wait before you realize he's not going to call? I feel pretty dumb ,How long should you wait before you realize hes not going to call I feel pretty dumb 
POSITIVE,@Street3  Dear...you gettin ready for our high stakes cash game? You are official now , Dearyou gettin ready for our high stakes cash game You are official now 
NEGATIVE,almost time to go back to real life. The family leaves today ,almost time to go back to real life The family leaves today 
NEGATIVE,bro ; my mtes wnt to the pussycat doll an Lady Gaga concrt ; but i nevr  ; hw sad lol ; i WISH I WNT ! ;;x,bro my mtes wnt to the pussycat doll an Lady Gaga concrt but i nevr hw sad lol i WISH I WNT x
NEGATIVE,@gigdiary ,gigdiary 
NEGATIVE,I wanna watch 17 again!  please mom,I wanna watch again please mom
POSITIVE,@AceBlack itsa true story but you kno I'm just bein goofy too riiiiight ,AceBlack itsa true story but you kno Im just bein goofy too riiiiight 
POSITIVE,@garybc i'm so gonna watch that when it opens here!  hehe.,garybc im so gonna watch that when it opens here hehe
POSITIVE,all my DVDs have been posted that I ordered woop  Collection is getting bigger ;),all my DVDs have been posted that I ordered woop Collection is getting bigger 
NEGATIVE,"This is wario, I wish there is wario land game in PSP  , I miss this game, last time I played it was wi... - Photo: http://bkite.com/06H8T",This is wario I wish there is wario land game in PSP I miss this game last time I played it was wi Photo httpbkitecom
NEGATIVE,Doctors tomorrow.......  SCARED!! HELP!! LOL  but getting Guilty Pleasure yay me mums ordering it xD HAIR!  Lalalalaaa ,Doctors tomorrow SCARED HELP LOL but getting Guilty Pleasure yay me mums ordering it xD HAIR Lalalalaaa 
POSITIVE,going to bed with a smile on my face ,going to bed with a smile on my face 
POSITIVE,@jamieandlouise listening on iplayer to find the bit about @garethslee and me ,jamieandlouise listening on iplayer to find the bit about garethslee and me 
NEGATIVE,i dont want it to be kate ,i dont want it to be kate 
NEGATIVE,"Feelin sorry for my diabetic hubby who is snacking on peanut butter, a giant carrot and a super small glass of non-fat milk ",Feelin sorry for my diabetic hubby who is snacking on peanut butter a giant carrot and a super small glass of nonfat milk 
POSITIVE,@cookleta heyy ian..have a gud nite  sleep tite byee,cookleta heyy ianhave a gud nite sleep tite byee
NEGATIVE,@BeaMarqz IMY2 hell i miss everyone. too bad i have swine flu ,BeaMarqz hell i miss everyone too bad i have swine flu 
POSITIVE,"@kristen_layton if its the ruffle tank, old navy ",kristenlayton if its the ruffle tank old navy 
NEGATIVE,@KatGirl44 Why do I get none of these followers?! , Why do I get none of these followers 
NEGATIVE,Trying to get my boyfriend up so we can gooo ,Trying to get my boyfriend up so we can gooo 
POSITIVE,@lizzie4berries. Damn right  Aspecially the one in Landstraï¿½e. It has also opened on Sundays.. Yeah. My purse always cries ;-), Damn right Aspecially the one in Landstraï¿½e It has also opened on Sundays Yeah My purse always cries 
POSITIVE,@ilb I found a perfect box for them yesterday. I'll try to get them sent in the next couple days.  I'll make a store banner eventually.,ilb I found a perfect box for them yesterday Ill try to get them sent in the next couple days Ill make a store banner eventually
NEGATIVE,@SergVerdi no you dont ,SergVerdi no you dont 
NEGATIVE,go away pimple! please ,go away pimple please 
POSITIVE,@lizzy1e  aww nice  working on anything in particular? things are ok - just a quiet night also! visiting the parents for a few days!, aww nice working on anything in particular things are ok just a quiet night also visiting the parents for a few days
POSITIVE,Yippee - bro is off to Paris - peace perfect peace ,Yippee bro is off to Paris peace perfect peace 
NEGATIVE,"bruna, bruna, bruna!..  ... PÃ´, por que que com beetlejuice, beetlejuice, beetlejuice funciona? (sic) Ah, diabos, que cara chato! Â¬Â¬",bruna bruna bruna PÃ´ por que que com beetlejuice beetlejuice beetlejuice funciona sic Ah diabos que cara chato Â¬Â¬
POSITIVE,good night &amp; gute nacht! ,good night amp gute nacht 
NEGATIVE,hat. It was one of the most horrific things i have ever seen ,hat It was one of the most horrific things i have ever seen 
POSITIVE,@McVaffe Yep  Competitive tactical RPG. Gonna be great,McVaffe Yep Competitive tactical RPG Gonna be great
NEGATIVE,"Waaaaahh!! i wanna go on msn to talk to someone, but i cant cuz they dnt have it installed ",Waaaaahh i wanna go on msn to talk to someone but i cant cuz they dnt have it installed 
NEGATIVE,Just woke up at 4am &amp; I'm starving. So what do I do? Eat something only 2 go back 2 sleep? Drink a huge glass of H2O? Or can I ignore it? ,Just woke up at amp Im starving So what do I do Eat something only go back sleep Drink a huge glass of Or can I ignore it 
NEGATIVE, but not with Karen anymore, but not with Karen anymore
NEGATIVE,@jerylynann yup! hassle nga e..grrr! balik kagad ng dorm... ,jerylynann yup hassle nga egrrr balik kagad ng dorm 
POSITIVE,"I want my laptop  I wish they were macs, didn't the schools in victoria get macs?",I want my laptop I wish they were macs didnt the schools in victoria get macs
NEGATIVE,given up on studying history and going to sleep. hopefully my jaw will unlock ,given up on studying history and going to sleep hopefully my jaw will unlock 
POSITIVE,@aquigley       Now she'll NEVER hire me for a job!,aquigley Now shell NEVER hire me for a job
NEGATIVE,back in milan. terrible headache. sad ,back in milan terrible headache sad 
POSITIVE,"@fudgecrumpet hope it isnt too hot a summer then.hows little one today,being good i hope.lol ",fudgecrumpet hope it isnt too hot a summer thenhows little one todaybeing good i hopelol 
POSITIVE,off to starbucks to do some work ,off to starbucks to do some work 
POSITIVE,teaching Eric some maths! ,teaching Eric some maths 
NEGATIVE,@HHReynolds topanga Canyon? R u in LA? I'll be bk in a few hours. Would love 2 finally get 2gthr &amp; chat since I'm missin the conf ,HHReynolds topanga Canyon R u in LA Ill be bk in a few hours Would love finally get amp chat since Im missin the conf 
